Author,Title,Class Number,Class Name,Quarter,Year,Descriptors,Location,
"Masterson, Karen; Comiskey, Lisa",The effects of diesel oil on fertilization and development of sand dollar Dendraster excentricus,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1992,"Dendraster excentricus
",,
"Michel, Jerry A.",Possible explanations for the behavior of the nudibranch Archidoris montereyensis at low tide,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1992,Archidoris montereyensis,,
"Schwarz, Scott A.",The effects of variations in temperature and salinity levels on pollination and germination of the angiosperm Zostera marina,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1992,Zostera marina,,
"Bayliss, Douglas A.",Electrophysiological recordings of native Xenopus oocytes,Zoology 538b,Molecular Neurobiology,Spring,1992,"Xenopus
",,
"Parkis, Marjorie A.",Use of the patch clamp technique to study retinal cells of the tiger salamander,Zoology 538b,Molecular Neurobiology,Spring,1992,"Ambystoma tigrinum
",,
"Gibbs, Sarah; Scholz, Nat",A characterization of the developing crustacean nervous system,Zoology 538b,Molecular Neurobiology,Spring,1992,"Cancer
",,
"Johnson, P.M.",Tract tracing and immunohistochemistry of electrically coupled cells of the pleural ganglia in the nudibranch molluscs Tritonia and Triopha,Zoology 538b,Molecular Neurobiology,Spring,1992,"Tritonia; Triopha
",,
"Gibbs, Sarah; Scholz, Nat",The crustacean FMRFamide gene: investigations using southern blot and PCR techniques,Zoology 538b,Molecular Neurobiology,Spring,1992,"Cancer productus; Drosophila
",,
"Hutson, Lara; Willows, A.O. Dennis","Examination of monosynaptic, chemically mediated synapses in Tritonia central nervous system",Zoology 538b,Molecular Neurobiology,Spring,1992,"Tritonia diomedea
",,
"Renn, Susan",Cerebral control of feeding in Tritonia,Zoology 538b,Molecular Neurobiology,Spring,1992,Tritonia diomedea; Pleurobrachia; Helisoma,,
"Gibbs, Sarah M.; Johnson, P.M.",Escape swimming of Tritonia diomedea elicited by a non-asteroid echinoderm and an anthozoan cnidarian,Zoology 538b,Molecular Neurobiology,Spring,1992,"Tritonia; Dendraster; Stomphia
",,
"Bayliss, Douglas; Mittal, Bina; Teal, Thomas",Studies of the CNS of nudibranchs: electrophysiology and comparative immunohistochemistry,Zoology 538b,Molecular Neurobiology,Spring,1992,"Tritonia diomedea; Tritonia festiva
",,
"Bayliss, Douglas; Mittal, Bina",Localization of glutamate receptor and FMRFamide mRNAs in CNS tissue using non-radioactive in situ hybridization,Zoology 538b,Molecular Neurobiology,Spring,1992,"Tritonia diomedea
",,
"Mittal, Bina",Identification of cells in the developing CNS of Drosophila melanogaster,Zoology 538b,Molecular Neurobiology,Spring,1992,"Drosophila melanogaster; Escherichia coli
",,
"Bayliss, Douglas; Mittal, Bina","Isolation and amplification of a glutamate receptor cDNA from plasmid, pRB312 using PCR technique",Zoology 538b,Molecular Neurobiology,Spring,1992,Xenopus,,
"Impey, Soren",Cloning of a calcium gated voltage sensitive K+ channel from Hermissenda by the oocyte expression technique,Zoology 538b,Molecular Neurobiology,Spring,1992,Hermissenda; Aplysia; Xenopus,,
"Impey, Soren",Cloning of a molluscan neuromodulin?,Zoology 538b,Molecular Neurobiology,Spring,1992,Drosophila melanogaster; Lymnaea stagnalis,,
"Boettcher, Anne","Unique firing properties of ion currents in neurons from the buccal ganglion of the nudibranch, Tritonia diomedea",Zoology 538b,Molecular Neurobiology,Spring,1992,"Tritonia diomedea
",,
"Watson, Win",Immunohistochemistry wholemounts,Zoology 538b,Molecular Neurobiology,Spring,1992,"Streptomyces griseus
",,
"Renn, Susan; Teal, Tom",Investigation of FMRFamide homologs,Zoology 538b,Molecular Neurobiology,Spring,1992,Drosophila melanogaster; Tritonia diomedea; Lymnaea stagnalis,,
"Johnson, Paul M.; Hutson, Lara D.; Baker, James D.",Enhancement of plasticity of neurons in the buccal ganglia of Lymnaea stagnalis by NGF and gutamate,Zoology 538b,Molecular Neurobiology,Spring,1992,"Lymnaea stagnalis
",,
"Boettcher, Anne",Egg laying hormone (ELH) antibody reactivity in opisthobranch and pulmonate molluscs,Zoology 538b,Molecular Neurobiology,Spring,1992,Aplysia californica; Tritonia diomedea; Tritonia catalinae,,
"Parkis, Marjorie A.; Boettcher, Anne A.",Anatomy and electrophysiology of the neural complex of Chelyosoma productum (Ascidiacea),Zoology 538b,Molecular Neurobiology,Spring,1992,"Chelyosoma productum
",,
"Parkis, Marjorie A.",Electrophysiological studies of the neural complex of Chelyosoma productum (Ascidiacea),Zoology 538b,Molecular Neurobiology,Spring,1992,"Chelyosoma productum
",,
"Baker, James; Scholz, Nat",A technique for measuring whole-cell currents in amacrine cells of the ratfish retina,Zoology 538b,Molecular Neurobiology,Spring,1992,"Hydrolagus colliei
",,
"Baker, James D.; Hutson, Lara D.",Study into the phylogenetic origin of the fibroblast growth factor receptor,Zoology 538b,Molecular Neurobiology,Spring,1992,"Tritonia diomedea; Anthopleura elegantissima
",,
"Teal, Thomas H.; Parkis, Marjorie A.",Use of the polymerase chain reaction technique to find TRK homologous sequences in invertebrates,Zoology 538b,Molecular Neurobiology,Spring,1992,,,
"Fox, Dewayne","A survey of the fishes in Friday Harbor, San Juan Island, Washington through the use of trammel nets and bottom trawls",Fisheries 425,Life History of Marine Fishes,Spring,1992,,Friday Harbor,
"Fox, Dewayne","A checklist of the fishes in the vicinity of Friday Harbor, San Juan Island, Washington",Fisheries 425,Life History of Marine Fishes,Spring,1992,,Friday Harbor,
"Nelson, Greg","A survey of fish species composition in tidepool and beneath-rock habitats of Friday Harbor, WA",Fisheries 425,Life History of Marine Fishes,Spring,1992,Oligocottus maculosus,Friday Harbor,
"Beckmann, Andreas",Migration behavior of tidepool sculpins (Oligocottus maculosus) depending on territoriality and homing response,Fisheries 425,Life History of Marine Fishes,Spring,1992,"Oligocottus maculosus
",,
"Adams, Jeff","Survey of large non-cryptic fish species inhabiting two sites in Friday Harbor, Washington",Fisheries 425,Life History of Marine Fishes,Spring,1992,,Friday Harbor,
"McNabb, Michael J.","A preliminary investigation of the larval fish assemblage in Friday Harbor, with notes on feeding",Fisheries 425,Life History of Marine Fishes,Spring,1992,,Friday Harbor,
"Teal, Thomas H.","Larval fish assemblages associated with algae and seagrass covered substrate in Friday Harbor, San Juan Island, WA",Fisheries 425,Life History of Marine Fishes,Spring,1992,"Zostera marina; Clupea pallasi
",Friday Harbor,
"Steinke, Michael","Plankton size class distribution and chlorophyll-a concentration in the waters off Friday Harbor, San Juan Island, Washington, with respect to feeding of larval fish",Fisheries 425,Life History of Marine Fishes,Spring,1992,,Friday Harbor,
"Arroll, Susan Gardner","Effects of Friday Harbor, San Juan Island water quality on the in situ Pacific herring Clupea harengus pallasi",Fisheries 425,Life History of Marine Fishes,Spring,1992,"Clupea harengus pallasi
",Friday Harbor,
"Huber, Harriet","Survey of potential surf smelt (Hypomesus pretiosus) spawning beaches in Friday Harbor, San Juan Island, Washington",Fisheries 425,Life History of Marine Fishes,Spring,1992,Hypomesus pretiosus; Blepsias cirrhosus; Ammodytes hexapterus,Friday Harbor,
"Meyers, Sarah K.","Food habits of dominant benthic fishes of Friday Harbor, San Juan Island, Washington",Fisheries 425,Life History of Marine Fishes,Spring,1992,Oncorhynchus keta,Friday Harbor,
"Linse, Jo",A baseline study of the fish community at the site of a proposed salmon hatchery,Fisheries 425,Life History of Marine Fishes,Spring,1992,,,
"Toy, Kelly",Species diversity at the proposed salmon hatchery in Friday Harbor and its possible effects on the fish community,Fisheries 425,Life History of Marine Fishes,Spring,1992,,Friday Harbor,
"Bantzer, Christian",Nonlinear interaction of orographic and thermal forcing in a shallow water model,Oceanography 590b,Atmosphere Ocean Dynamics,Summer,1993,,,
"Chen, Ying-Quei",Optimal excitation of coupled atmosphere-ocean model SSTA,Oceanography 590b,Atmosphere Ocean Dynamics,Summer,1993,,,
"Delworth, Thomas",Tracer transports in a quasi-geostrophic ocean model,Oceanography 590b,Atmosphere Ocean Dynamics,Summer,1993,,,
"Freeman, Ion",An exploration of the development of instability in a global circulation model spun up from rest,Oceanography 590b,Atmosphere Ocean Dynamics,Summer,1993,,,
"Hallberg, Robert",Simulations of buoyancy driven flow in a bowl shaped basin,Oceanography 590b,Atmosphere Ocean Dynamics,Summer,1993,,,
"Holland, Marika",An examination of air-sea interaction using a simple atmosphere-ocean coupled model,Oceanography 590b,Atmosphere Ocean Dynamics,Summer,1993,,,
"Jewson, Stephen",A radiative and advective climate box model,Oceanography 590b,Atmosphere Ocean Dynamics,Summer,1993,,,
"Nitsche, Gregor",Analysis of the effects of mid-latitude shallow heating with a dry GCM,Oceanography 590b,Atmosphere Ocean Dynamics,Summer,1993,,,
"Shermet, Vitalii",Axially symmetric circulation in the atmosphere and ocean,Oceanography 590b,Atmosphere Ocean Dynamics,Summer,1993,,,
"Sutton, Rowan",Sensitivity of a model North Atlantic circulation to changes in the wind stress,Oceanography 590b,Atmosphere Ocean Dynamics,Summer,1993,,,
"Wang, Jian",Studies of upper troposhpere response to localized heating,Oceanography 590b,Atmosphere Ocean Dynamics,Summer,1993,,,
"Zhang, Yuan",Relationship between cloud cover and SST using a mixed-layer model,Oceanography 590b,Atmosphere Ocean Dynamics,Summer,1993,,,
"Zhang, Jiawei",Study of antartic circumpolar current with a 3layer QG model,Oceanography 590b,Atmosphere Ocean Dynamics,Summer,1993,,,
"Auger, Christopher B.; Breeze, Matthew J.",Comparitive toxicity of tributyltin- and copper-based antifouling paints on fertilization and development of Dendraster excentricus,Botany 445; Zoology 430,Marine Botany/ Marine Zoology,Spring,1993,Dendraster excentricus,,
"Breeze, Matthew; Auger, Christopher","Ther relative toxicity of tributylin- and copper-based antifouling paints on the fertilization and early development of Dendraster excentricus, a non-target organism",Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,Dendraster excentricus,,
"Arthur, Christopher; Nixon, Jennifer",Chemical and tactile response of the sea urchin Strongylocentrotus purpuratus to Dermasterias imbricata,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,Strongylocentrotus purpuratus; Dermasterias imbricata; Asterina,,
"Nixon, Jennifer; Arthur, Christopher",Response of the purple sea urchin Strongylocentrotus purpuratus to the chemical and tactile cues of Dermasterias imbicata,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,Strongylocentrotus purpuratus; Dermasterias imbricata,,
"Dabalos, Sheila; Jones, Kathy",The algae preferences in Strongylocentrotus droebachiensis when used as a cover,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,"Strongylocentrotus droebachiensis
",,
"Jones, Kathy; Dabalos, Sheila",The use of algae as cover in the sea urchin Strongylocentrotus droebachiensis,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,"Strongylocentrotus droebachiensis
",,
"Dorweiler, Karen J.",Presence of Spartina anglica at Argyle Lagoon,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,Spartina anglica,"Argyle Lagoon, San Juan Island",
"Phillips, Nicole",The invasion of Spartina in Argyle Lagoon: baseline information for future eradication,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,Spartina anglica; Spartina,"Argyle Lagoon, San Juan Island",
"Echols, Jon B.",The recruitment of invertebrates into different types of substrate in the low intertidal waters of Beaverton Cove,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,,Beaverton Cove,
"Edsinger, Eric; Suhy, Jill",Determining factors in kelp diversity and distribution in subtidal communities,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,,,
"Suhy, Jill; Edsinger, Eric",The change in diversity od kelps and Desmarestia spp. Over a depth gradient and how this correlates with sea urchins,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,Desmarestia; Agarum; Costaria,,
"Gee, Jennifer; Painter, Danika",Behavioral and neurophysiological habituation in Melibe leonina,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,Melibe leonina,,
"Painter, Danika; Gee, Jennifer",Habituation in Melibe leonina,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,Melibe leonina,,
"Lew, Andy Wei","A study of the correlation between the algal flora growing around Mopalia muscosa and the algal flora growing on the dorsal surface of Mopalia muscosa in the San Juan Island, WA area",Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,Mopalia muscosa,San Juan Island,
"McCrumb, Aric Dennison",The relationship of Fucus gardneri canopy to the diversity of mobile invertebrates,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,Fucus gardneri,,
"Rigert, Brigette; Talaat, Kawsar",A comparison of the relative toxicity of four local water samples to the development of Dendraster excentricus larvae and Fucus gardneri embryos,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,Dendraster excentricus; Fucus gardneri,,
"Tagaat, Kawsar; Rigert, Brigette",A comparison of the relative levels of pollution in four local waters using development bioassays of sand dollars and Fucus,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,"Dendraster excentricus; Fucus gardneri
",,
Class Project,"Reuben Tarte Transect Class Project, Zoobots Spring 1993",Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,,"Reuben Tarte Park, San Juan Island",
Class Project,1993 Cattle Point Transect Census,Botany 445; Zoology 430,Marine Botany Marine Zoology,Spring,1993,,"Cattle Point, San Juan Island",
"Bode, Tiffany; Doherty, Mary; Miller, Amy J.",Iridaea splendens populations of San Juan Island,Botany 545,Advanced Phycology,Summer,1993,"Iridaea splendens
",San Juan Island,
"DeSilets, Robert; Joneschild, David; Koch, Eric; Wyatt, Kimberly",Elongation rates of Nereocystis luetkeana blades,Botany 545,Advanced Phycology,Summer,1993,Nereocystis luetkeana,Director's Cove,
"Doherty, Mary",Distribution of life cycle phases in four populations of Iridaea splendens,Botany 545,Advanced Phycology,Summer,1993,,"Cattle Point, San Juan Island; Reuben Tarte Park, San Juan Island; Mar Vista, San Juan Island",
"Joneschild, David",Study of growth rates in Laminaria in the San Juan Islands,Botany 545,Advanced Phycology,Summer,1993,"Laminaria bongardiana
","Cattle Point, San Juan Island; Friday Harbor Laboratories",
"Miller, Amy J.; Bode, Tiffany A.; Doherty, Mary",Cell wall biochemistry - assessing the proportion of two life history phases in populations of Iridaea splendens,Botany 545,Advanced Phycology,Summer,1993,,,
"Nielsen, Karina",Intertidal community analysis using multivariate methods: principal components analysis,Botany 545,Advanced Phycology,Summer,1993,,,
"Schweigert, Nina","Observations on the morphology and germination of unispores of a species of Punctaria (Punctariaceae, Phaeophyta)",Botany 545,Advanced Phycology,Summer,1993,"Punctaria
","Salmon Bank, San Juan Island",
